Original_Text,Actual,Predicted,Probability_Positive,Confidence,Correct,Actual_Label,Predicted_Label,Error_Category
tired from the dance off to bed ugh it better not be raining tomoro goodnighttt toga pictures tmrro,1,0,0.09929085634286221,0.9007091436571378,False,Positive,Negative,Uncoded
only closed minds are leaving adam we on the other hand are staying,1,0,0.034813943526104424,0.9651860564738955,False,Positive,Negative,Uncoded
steal princess isn't that good,0,1,0.9386772320483194,0.9386772320483194,False,Negative,Positive,Uncoded
on the phone with puget sound energy yay,0,1,0.9818745310590865,0.9818745310590865,False,Negative,Positive,Uncoded
is back from revising i dont know what to wear tonight,1,0,0.08316902453147668,0.9168309754685233,False,Positive,Negative,Uncoded
i wanna go shopping too much money left,1,0,0.0630426657615937,0.9369573342384063,False,Positive,Negative,Uncoded
ugh that sucks it got leaked i bought the preview so i get 5 off buying the game on june 2nd,1,0,0.08493669496489198,0.915063305035108,False,Positive,Negative,Uncoded
misses someone a lot,1,0,0.05366312875737085,0.9463368712426291,False,Positive,Negative,Uncoded
you trying to be funny ha ha,0,1,0.9350038118724765,0.9350038118724765,False,Negative,Positive,Uncoded
i am bored,1,0,0.08084552504241686,0.9191544749575832,False,Positive,Negative,Uncoded
there was so much cross talk i missed the sanford amp son reference archive fred mentioned swine flu shot in old epi last week,1,0,0.07977380340211336,0.9202261965978866,False,Positive,Negative,Uncoded
ahhhhhh i gotta peeeeeeee i hate when negros get mad kus imma bigger asshole than them,1,0,0.05918216535213404,0.940817834647866,False,Positive,Negative,Uncoded
i'm glad bride wars didn't end up disappointing me d too bad there wasn't more bryan greenberg loved anne hathaway though,1,0,0.05077701136825684,0.9492229886317431,False,Positive,Negative,Uncoded
you really like that clown,0,1,0.9275997271142021,0.9275997271142021,False,Negative,Positive,Uncoded
hiya take that concert was great highly recommend it,0,1,0.9875721275519218,0.9875721275519218,False,Negative,Positive,Uncoded
some creep is watching me while i eat,0,1,0.9081291191571527,0.9081291191571527,False,Negative,Positive,Uncoded
omg iremember pappyland aw man the old days,1,0,0.08407377114160872,0.9159262288583913,False,Positive,Negative,Uncoded
how to be a good ceo perfect the art of flattery,0,1,0.9499500784876878,0.9499500784876878,False,Negative,Positive,Uncoded
just once i'd like to be tweeting and filming good news,0,1,0.9479734593065844,0.9479734593065844,False,Negative,Positive,Uncoded
tytyty my baby still isn't working mum won't ring them up till tomorrow though,1,0,0.019045267055051534,0.9809547329449485,False,Positive,Negative,Uncoded
awww why so angry,1,0,0.026955890058439163,0.9730441099415609,False,Positive,Negative,Uncoded
glad you made it to la safe amp sound have fun tonight at the mtv awards i'm busy working on stalyon see ya soon,0,1,0.9680128442118596,0.9680128442118596,False,Negative,Positive,Uncoded
sorry i appreciate you making my lunch thank you,0,1,0.9333477390490963,0.9333477390490963,False,Negative,Positive,Uncoded
aaaau thanks gi i really really love u thanks for being a really great friend and forgiveme if i leave you sometime,0,1,0.9733673307063654,0.9733673307063654,False,Negative,Positive,Uncoded
da hell lol j k you've been sadly missed,1,0,0.0318028330624406,0.9681971669375594,False,Positive,Negative,Uncoded
so no animal with him at all not even a small one that's disappointing,1,0,0.010833750469871364,0.9891662495301287,False,Positive,Negative,Uncoded
i do miss bobalicious,1,0,0.0045760950164540366,0.9954239049835459,False,Positive,Negative,Uncoded
morning all still wanna go back to sleep got english exam today then im doing work all day til 3 killer,1,0,0.06217108799313002,0.93782891200687,False,Positive,Negative,Uncoded
hopefully i can get up on another show if i rip it lol,1,0,0.09748664096410461,0.9025133590358954,False,Positive,Negative,Uncoded
i said this but actually has only broken one phone he just still hasn't got it fixed,1,0,0.09338969471987915,0.9066103052801209,False,Positive,Negative,Uncoded
rather board right now and feeling sick again sat next to my ginger friend,1,0,0.04172104426321799,0.958278955736782,False,Positive,Negative,Uncoded
hehe jangan dibahas ni nanti ak ngerasa miris you know that dear,0,1,0.9336599767742397,0.9336599767742397,False,Negative,Positive,Uncoded
last time i got he bus from shep bush to mine about half 12 i didn't get in till 4 so no i don't do busses,1,0,0.026833657002075573,0.9731663429979245,False,Positive,Negative,Uncoded
nooooo gutted shame i'll have to wait till next year i guess hope everything went okaii,1,0,0.0011811583812791657,0.9988188416187208,False,Positive,Negative,Uncoded
no i love rice but i dnt eat it with chopsticks so tht doesn't apply to me ain't nthn wrong with it tho,1,0,0.058934964065599116,0.9410650359344008,False,Positive,Negative,Uncoded
own i wish i was there but i had to attend the semifinals we won by the way,1,0,0.08819800577390835,0.9118019942260916,False,Positive,Negative,Uncoded
ate too much last night drank too much last night played too many games last night arms hurt now i'm recooperating today,1,0,0.03998702313297926,0.9600129768670207,False,Positive,Negative,Uncoded
awh hell yesss ill talk to my sister abt it are you okay btw what happened last night ticket,1,0,0.09563928779623729,0.9043607122037627,False,Positive,Negative,Uncoded
okay i have no life too rushing my presentation stuff right now so very bad haven't had enough sleep over the past few days,1,0,0.07391872601133394,0.926081273988666,False,Positive,Negative,Uncoded
no sorry i've never been to nc lots of other places but not there,1,0,0.04866028856942482,0.9513397114305752,False,Positive,Negative,Uncoded
i have a sore throat time to buy my secret weapon that is sucrets those always numb my throat but other than that fml,1,0,0.06674022914457989,0.9332597708554201,False,Positive,Negative,Uncoded
you're really missing out not that i know anything about it,1,0,0.0863617701993598,0.9136382298006402,False,Positive,Negative,Uncoded
sorry man wasn't thankin,1,0,0.031001112023194187,0.9689988879768058,False,Positive,Negative,Uncoded
thanks for the responses last night but i lost my right to party and had to go to bed,1,0,0.03673909849069082,0.9632609015093092,False,Positive,Negative,Uncoded
wants it to thunderstorm so i can go out in the rain,1,0,0.06763090513492298,0.932369094865077,False,Positive,Negative,Uncoded
i was in reef just now but u too bad u wasn't there btw sonia ask me where is swen jie jie she miss u,1,0,0.013343933635167162,0.9866560663648328,False,Positive,Negative,Uncoded
wish i could afford you one day,1,0,0.040852714005448876,0.9591472859945511,False,Positive,Negative,Uncoded
i remember that so awesome you've got to think of something else i'm not that creative,0,1,0.9259603643049111,0.9259603643049111,False,Negative,Positive,Uncoded
goodnight orange whereever you are,0,1,0.9507058987887638,0.9507058987887638,False,Negative,Positive,Uncoded
i can sleep in peace,1,0,0.06787963453510894,0.9321203654648911,False,Positive,Negative,Uncoded
hey i made us a house on the sims oh and you have like a perfect balance and i'm always lacking stuff like fun etc,0,1,0.9393192592863819,0.9393192592863819,False,Negative,Positive,Uncoded
a riddle what has a neck and no head two arms but no hands,1,0,0.022496603023454083,0.9775033969765459,False,Positive,Negative,Uncoded
annoyed forgot my laptop charger any one in geneva got a spare charger for thinkpad,1,0,0.0366107446279403,0.9633892553720597,False,Positive,Negative,Uncoded
sorry me no smokee,1,0,0.005321106955165964,0.994678893044834,False,Positive,Negative,Uncoded
i really miss those,1,0,0.00661734468055641,0.9933826553194436,False,Positive,Negative,Uncoded
is back in school but is happy i just gavin and stacey back great show,0,1,0.9275061449226565,0.9275061449226565,False,Negative,Positive,Uncoded
lol,0,1,0.9848921840750716,0.9848921840750716,False,Negative,Positive,Uncoded
still cant fall asleep im too young for this shit come sleep come,1,0,0.03903818780810971,0.9609618121918903,False,Positive,Negative,Uncoded
why hello fellow twitterer 8 errm work saturday greeeat haha and then going to town your going to brighton right xx,0,1,0.9051674631771507,0.9051674631771507,False,Negative,Positive,Uncoded
thanks for the tip i'll try but tight on time to boston,0,1,0.9143714568094563,0.9143714568094563,False,Negative,Positive,Uncoded
any updates for iphone os 3 0 yet i miss you guys,1,0,0.04573875371793016,0.9542612462820699,False,Positive,Negative,Uncoded
same without eyelashes x,1,0,0.09418004564514235,0.9058199543548576,False,Positive,Negative,Uncoded
been job hunting today no luck maybe next time,1,0,0.030216765639213862,0.9697832343607862,False,Positive,Negative,Uncoded
i would give everything to see u smile,0,1,0.9332128792347595,0.9332128792347595,False,Negative,Positive,Uncoded
hahaha it's ok how can i hire your mom so paiseh haha i shall do all the washing then,0,1,0.9262843450758241,0.9262843450758241,False,Negative,Positive,Uncoded
thank you it's just sometimes we tend to forget that we come first,0,1,0.9452204048149679,0.9452204048149679,False,Negative,Positive,Uncoded
good sounds like you need to do more of that lately,0,1,0.9178248670830372,0.9178248670830372,False,Negative,Positive,Uncoded
pervert voice hehe i'm comin,0,1,0.9731969206450009,0.9731969206450009,False,Negative,Positive,Uncoded
waitinwaiting patiently or him to say yesss aurgh,0,1,0.9726907760777864,0.9726907760777864,False,Negative,Positive,Uncoded
has nothing to do,1,0,0.055444275663997455,0.9445557243360025,False,Positive,Negative,Uncoded
surprise smooch,0,1,0.9513952453246679,0.9513952453246679,False,Negative,Positive,Uncoded
just tried to get out of bed but went all dizzy so i've ended up bak in bed sleepie time for me,1,0,0.05954926144148638,0.9404507385585136,False,Positive,Negative,Uncoded
wants somebody,1,0,0.025446307863092637,0.9745536921369073,False,Positive,Negative,Uncoded
i wish the same now tht nadal is out of the loop,1,0,0.026755513611091387,0.9732444863889086,False,Positive,Negative,Uncoded
san diego cold and rainy fail california however a seattle you are beauuutiful,1,0,0.04321286459493454,0.9567871354050654,False,Positive,Negative,Uncoded
is pulling himself away from the computer it hurts but i gotta go for a while,1,0,0.05533109320193148,0.9446689067980685,False,Positive,Negative,Uncoded
its raining,1,0,0.025303683274076616,0.9746963167259234,False,Positive,Negative,Uncoded
john told me about the ads so i haven't run the update free twitterfon with no ads,1,0,0.07876555356935826,0.9212344464306418,False,Positive,Negative,Uncoded
i don't want to work tomorrow just want to cuddle with him,1,0,0.007422949570016199,0.9925770504299838,False,Positive,Negative,Uncoded
hello kitty and good night think menos de veinticuatro horas,0,1,0.9199045334670665,0.9199045334670665,False,Negative,Positive,Uncoded
i am officially done with english 120 yay i survived onto eng 201,0,1,0.9650121260672482,0.9650121260672482,False,Negative,Positive,Uncoded
we should,0,1,0.9131887159786555,0.9131887159786555,False,Negative,Positive,Uncoded
good bye thanks ttyl,0,1,0.9108137959934386,0.9108137959934386,False,Negative,Positive,Uncoded
working in back yard yuck but 7 snakes down,1,0,0.08522108225758372,0.9147789177424163,False,Positive,Negative,Uncoded
back to work,1,0,0.014130019991834358,0.9858699800081656,False,Positive,Negative,Uncoded
since i don't have my phone anymore i really have no idea maybe it disintegrated i dunno,1,0,0.03806865538471714,0.9619313446152828,False,Positive,Negative,Uncoded
physics tomorrow can't think of an appropriate reaction to that wish it was over already,1,0,0.08236646584609603,0.9176335341539039,False,Positive,Negative,Uncoded
wow oral comm wasn't that bad today too bad i still don't have any research for my debate,1,0,0.04052415085023891,0.9594758491497611,False,Positive,Negative,Uncoded
r i p auntie margarete lt 3 great news too hear while i'm on ma way to church,0,1,0.9256648287931277,0.9256648287931277,False,Negative,Positive,Uncoded
typo typo typo june second i meant,0,1,0.9122473930571596,0.9122473930571596,False,Negative,Positive,Uncoded
i love you,0,1,0.9370865056751565,0.9370865056751565,False,Negative,Positive,Uncoded
going to walk my dog unfortunately his name is not raja it's ambrotious still pretty rad though,1,0,0.05440065049970986,0.9455993495002901,False,Positive,Negative,Uncoded
so you are twitters manwhore now,0,1,0.9337951950540427,0.9337951950540427,False,Negative,Positive,Uncoded
hey i'm working on mother's day but i just got my mother's day present in the mail will post pics later,0,1,0.9245699936557944,0.9245699936557944,False,Negative,Positive,Uncoded
oh no thats not good at all i hope u find it,1,0,0.0064324385394620934,0.9935675614605379,False,Positive,Negative,Uncoded
gnite tworld may you sleep well i dont think i will,0,1,0.9120667303998115,0.9120667303998115,False,Negative,Positive,Uncoded
aww im so bored s why i dont have so much followers quot i hope ill get 1'000 000 someday,1,0,0.04906219466014245,0.9509378053398575,False,Positive,Negative,Uncoded
i didn't know you were in wi me too annnd i'm so sorry to hear about your dog ugh ' worst thing ever,1,0,0.0026154727621253175,0.9973845272378746,False,Positive,Negative,Uncoded
probably not the same thing that austin and i were doing in the car in the rain all alone last night,1,0,0.04326489144771759,0.9567351085522824,False,Positive,Negative,Uncoded
i should have talked to him it would have been a great opening line sadly i was too sober for such brazeness,1,0,0.08852389112532102,0.911476108874679,False,Positive,Negative,Uncoded
i con give you anything but love,0,1,0.920626508269469,0.920626508269469,False,Negative,Positive,Uncoded
is sat bored at uni ipod on and thinking what to do for an hour n half but has lovley things to look forward to nothing to do w,1,0,0.0773495993274107,0.9226504006725893,False,Positive,Negative,Uncoded
i don't think i am a nice person when i am hungry i have to work on that,1,0,0.09642942617454853,0.9035705738254515,False,Positive,Negative,Uncoded
it's raining,1,0,0.05374989438622861,0.9462501056137714,False,Positive,Negative,Uncoded
ok pity party is over,1,0,0.036292320406163606,0.9637076795938364,False,Positive,Negative,Uncoded
aaargh kyoko's macbook's hd is dead and all data lost not sure when it was last backed up either new hd free though,1,0,0.038881354310438654,0.9611186456895613,False,Positive,Negative,Uncoded
off to bed did homework for 1 hr 17 mins and it's not even complete and it's math garrr test tomorrow night,1,0,0.06753414965879692,0.9324658503412031,False,Positive,Negative,Uncoded
i got a headache but i'm still on because i have a feeling is gonna reply to me,1,0,0.06774709769059331,0.9322529023094067,False,Positive,Negative,Uncoded
still up ugh,1,0,0.07236095118621219,0.9276390488137878,False,Positive,Negative,Uncoded
wish i could shut my playboy mouth,1,0,0.018752423172213598,0.9812475768277864,False,Positive,Negative,Uncoded
now i'm not,1,0,0.040052199618578,0.959947800381422,False,Positive,Negative,Uncoded
okay i knew that,0,1,0.9077151481948278,0.9077151481948278,False,Negative,Positive,Uncoded
hooray a fellow bb hater yay it's gonna be mental on here 4 the next wee while,0,1,0.9767606852575013,0.9767606852575013,False,Negative,Positive,Uncoded
bestie colored my hair she's heading out taking sarah back to campus and then hangin' at the bowl with lisa nice chill weekend,0,1,0.9229510778924809,0.9229510778924809,False,Negative,Positive,Uncoded
yea its just not my season,1,0,0.08136316262635937,0.9186368373736407,False,Positive,Negative,Uncoded
i do not want to sleep although i have nothing to do will continue to speak with yaneee,1,0,0.0745354938158296,0.9254645061841704,False,Positive,Negative,Uncoded
gosh i've a stinky old headache maybe i should have lunchfast,1,0,0.019419275940365785,0.9805807240596343,False,Positive,Negative,Uncoded
theres a link to twitpic to view them haha how have you been anyways yay you're 20 soon,0,1,0.9591983629504914,0.9591983629504914,False,Negative,Positive,Uncoded
nice to see u have a goal today,0,1,0.9393204797326401,0.9393204797326401,False,Negative,Positive,Uncoded
error logging but the other scenarios are interessting too,1,0,0.0477083388209946,0.9522916611790054,False,Positive,Negative,Uncoded
worry worry worry worry,0,1,0.9522953704951813,0.9522953704951813,False,Negative,Positive,Uncoded
i have a poorly knee and am about to go hang the laundry out,1,0,0.08474189785678685,0.9152581021432131,False,Positive,Negative,Uncoded
awww okay if you find time just call and let's go hangout,0,1,0.9457951277194929,0.9457951277194929,False,Negative,Positive,Uncoded
anleitung lesen soll manchmal helfen fail,1,0,0.002722605875572439,0.9972773941244275,False,Positive,Negative,Uncoded
yes haha and then when he impaled himself with the crossed keys love scottish trying to be irish ewan mcgregor,0,1,0.9073666574999019,0.9073666574999019,False,Negative,Positive,Uncoded
talking to my aynslie ohh how i miss her x,1,0,0.03667272456064356,0.9633272754393565,False,Positive,Negative,Uncoded
my stomach hurt and i feel nauseous but the sun is shining and it's 5 days left in school,1,0,0.03113810846573049,0.9688618915342695,False,Positive,Negative,Uncoded
is missing my baby i cant wait for him to come home,1,0,0.03543409834436278,0.9645659016556373,False,Positive,Negative,Uncoded
i miss you,1,0,0.003376308070491776,0.9966236919295082,False,Positive,Negative,Uncoded
sleepy i don't wanna work it's gonna be a long day today at least i have tomorrow off,1,0,0.06243265649521583,0.9375673435047842,False,Positive,Negative,Uncoded
oo nga e i miss manresa too its been how many months rin since i last visited our school miss u guys rin,1,0,0.07884934478125119,0.9211506552187488,False,Positive,Negative,Uncoded
thank u lol,0,1,0.9993319516050058,0.9993319516050058,False,Negative,Positive,Uncoded
i love you too lt 3,0,1,0.9443809947492975,0.9443809947492975,False,Negative,Positive,Uncoded
homework,1,0,0.014717611425571837,0.9852823885744282,False,Positive,Negative,Uncoded
enjoyed ben's birthday party today happy b'day also ruled out buying a house we'd been looking at after 2nd inspection,0,1,0.9467507056128976,0.9467507056128976,False,Negative,Positive,Uncoded
i was looking believe me for tramp stamp but no such luck she did have a slamming body so i wasn't only one looking,1,0,0.0601524563611147,0.9398475436388853,False,Positive,Negative,Uncoded
i am up with the boy duane left for work around 3a m they kids are still sleeping i miss sleep wonder what's on the today show,1,0,0.078890052582283,0.921109947417717,False,Positive,Negative,Uncoded
there were casulties when i fell we lost 4 donuts may they rest in peace,1,0,0.008713502239805538,0.9912864977601945,False,Positive,Negative,Uncoded
not sure catawba co is where he'd want to be but asheville triangle area and wilmington gt dc imo mainly bc i hate traffic,1,0,0.05436942813002575,0.9456305718699742,False,Positive,Negative,Uncoded
follow me,0,1,0.9221327964807964,0.9221327964807964,False,Negative,Positive,Uncoded
who's whose your you're,0,1,0.9447066267313978,0.9447066267313978,False,Negative,Positive,Uncoded
i had tests u,1,0,0.05108457136227575,0.9489154286377243,False,Positive,Negative,Uncoded
i'm not a black lister at all she doesnt give me any,1,0,0.06819592903880475,0.9318040709611952,False,Positive,Negative,Uncoded
me too but let's see what's coming,0,1,0.9083384786323903,0.9083384786323903,False,Negative,Positive,Uncoded
err im too flyy to be depressed chyeaa,1,0,0.047224181583592616,0.9527758184164073,False,Positive,Negative,Uncoded
haha good morning yeah it wasn't,0,1,0.9033180236693841,0.9033180236693841,False,Negative,Positive,Uncoded
is starting to work ywitter out,1,0,0.03896607214674253,0.9610339278532575,False,Positive,Negative,Uncoded
my ex is afraid of buttons he found a broken one once and it made him sick,1,0,0.01624217696539887,0.9837578230346011,False,Positive,Negative,Uncoded
from my debut album quot after the laughter quot droppin in july and of course some of the classics cray z joints this one is kind of a b,0,1,0.9195037309371907,0.9195037309371907,False,Negative,Positive,Uncoded
agree with u still dealing with it thanks for caring u are a dear follow my friend,0,1,0.9201591268170386,0.9201591268170386,False,Negative,Positive,Uncoded
ughhh super sicklike finally got some sleep aids and sianades on board lets try this again gnight,0,1,0.9155203106471141,0.9155203106471141,False,Negative,Positive,Uncoded
me neither at first but u gotta go thru somethin first to get there lmao i almost burnt my house down and that set me str8,1,0,0.056083426734655197,0.9439165732653448,False,Positive,Negative,Uncoded
then that means i lost my ride as well,1,0,0.06569818338969594,0.9343018166103041,False,Positive,Negative,Uncoded
home amp away soooon missed last episode n,1,0,0.03875593121584488,0.9612440687841551,False,Positive,Negative,Uncoded
quot o land land land hear the word of the lord quot california i am praying for you brother sisters i am praying for you,0,1,0.91139776506844,0.91139776506844,False,Negative,Positive,Uncoded
uploading fridays riff yes we know it's saturday please forgive us it's a good one everlong by the foo fighters,0,1,0.9331703092688315,0.9331703092688315,False,Negative,Positive,Uncoded
not with me,1,0,0.05392272287063108,0.946077277129369,False,Positive,Negative,Uncoded
hey good for you math isn't boring mine is soo boring,1,0,0.07840388282949287,0.9215961171705072,False,Positive,Negative,Uncoded
i liked quot glee quot it was cute funny and of course i liked the singing too bad it actually starts airing in the fall,0,1,0.9114530999566719,0.9114530999566719,False,Negative,Positive,Uncoded
another gloriously sunny morning in dublin that's 3 days in a row now hmmm not happy i heard there's been snow in canada though wtf,1,0,0.05303284839646296,0.9469671516035371,False,Positive,Negative,Uncoded
delhi won yeeeee although i wanted a full match bt it's k revenge taken rain curtailed match bt dis time delhi won,1,0,0.04621124640704778,0.9537887535929522,False,Positive,Negative,Uncoded
haha noo internet was playing up couldn't get on it,1,0,0.07407117620130947,0.9259288237986906,False,Positive,Negative,Uncoded
fuck angry people,1,0,0.03367540693714478,0.9663245930628552,False,Positive,Negative,Uncoded
i'm afraid not i wish though,1,0,0.0023346733638394124,0.9976653266361606,False,Positive,Negative,Uncoded
eat all pigs eating them is no danger but let none flew because of swine flu swineflu,1,0,0.05111978240628601,0.948880217593714,False,Positive,Negative,Uncoded
twat twat i wanna go to cherri bombss odeee odeee make it precipitate on them stripperss since im broke amp amp we in a recession aoww,1,0,0.06272258333198627,0.9372774166680138,False,Positive,Negative,Uncoded
that sucks i fully support your drinkingness,1,0,0.07448900028231525,0.9255109997176847,False,Positive,Negative,Uncoded
so sick of this rainy weather cmon someone brighten my day,1,0,0.06581217128808287,0.9341878287119172,False,Positive,Negative,Uncoded
thanks alot,0,1,0.9286971546886328,0.9286971546886328,False,Negative,Positive,Uncoded
moose just likes the forbidden fruit of tweeting from matt's blackberry i understand the pissy mood good luck,0,1,0.9028660541391303,0.9028660541391303,False,Negative,Positive,Uncoded
you like disco and not awesome 60's metal skatepunk,0,1,0.9114788488394954,0.9114788488394954,False,Negative,Positive,Uncoded
im awake but im not getting out of bed until my mom makes me,1,0,0.08452496146238872,0.9154750385376113,False,Positive,Negative,Uncoded
you didn't give out followfriday advice like i told you,0,1,0.9292094823446918,0.9292094823446918,False,Negative,Positive,Uncoded
i want some,1,0,0.09472070951291398,0.905279290487086,False,Positive,Negative,Uncoded
put your hand up if you just love it when every form of technology goes out in your house,0,1,0.9413741145592269,0.9413741145592269,False,Negative,Positive,Uncoded
you on your own,0,1,0.9602119513979395,0.9602119513979395,False,Negative,Positive,Uncoded
haven't done an update in agessss how's everyone i hate rain andd i've only got one more exam and my summer starts,1,0,0.059882002907874196,0.9401179970921258,False,Positive,Negative,Uncoded
waiting for my pills to kick in so my nipples stop hurting and i can go to sleep,1,0,0.036373973066196864,0.9636260269338032,False,Positive,Negative,Uncoded
a love long way your voice is so beautiful on it just sayin' not complainin',0,1,0.9143216741102865,0.9143216741102865,False,Negative,Positive,Uncoded
my dear cousin,0,1,0.9161342263670459,0.9161342263670459,False,Negative,Positive,Uncoded
i'm there on monday a m no effin time till then with these crazy photogs miss u miss dawn,1,0,0.05296598081705093,0.947034019182949,False,Positive,Negative,Uncoded
just a bit of a hangoverrrrr lol xx,0,1,0.9219036861247438,0.9219036861247438,False,Negative,Positive,Uncoded
i love juan carlos huerta jr and i always will,0,1,0.921455302502632,0.921455302502632,False,Negative,Positive,Uncoded
at work bored as hell very much in need of a vacation,1,0,0.03790920703238278,0.9620907929676172,False,Positive,Negative,Uncoded
good morning to you i'm working,0,1,0.9090990131961256,0.9090990131961256,False,Negative,Positive,Uncoded
sorry i meant miss stupid twitter,1,0,0.003428113136907876,0.9965718868630922,False,Positive,Negative,Uncoded
e thanks for that,0,1,0.9927931580467348,0.9927931580467348,False,Negative,Positive,Uncoded
you're so lucky i wish i could have gone to that concert,1,0,0.06384008219981685,0.9361599178001832,False,Positive,Negative,Uncoded
closed sound check booooo we need drinks first,1,0,0.058434849108486245,0.9415651508915137,False,Positive,Negative,Uncoded
i'm not hurt so i'm a little sore that's nothing new means i have to rest and learn how to settle,1,0,0.03973272609137533,0.9602672739086247,False,Positive,Negative,Uncoded
megan i think im starting to get this although im really confused about it still but i understand how comments work now,1,0,0.04449166647700614,0.9555083335229939,False,Positive,Negative,Uncoded
oh that sounds so fun wish i could have been there,1,0,0.09187686875850684,0.9081231312414931,False,Positive,Negative,Uncoded
heii aww i deleted my facebook,1,0,0.07341215961130336,0.9265878403886967,False,Positive,Negative,Uncoded
house was perfect otherwise,0,1,0.9418754404416193,0.9418754404416193,False,Negative,Positive,Uncoded
i like the sky right now weird huh no wind either outside on the tramp even tho my neck hurts like shit can't look left very well,1,0,0.026528658204142602,0.9734713417958574,False,Positive,Negative,Uncoded
seems like i was looking at the wrong thing,1,0,0.043344714096236206,0.9566552859037638,False,Positive,Negative,Uncoded
well johnjay only did his back still ruined supper lol i am starving blood test tomorrow at 7 30am lol i hate needles,1,0,0.00715600658515084,0.9928439934148492,False,Positive,Negative,Uncoded
diveristy won x,1,0,0.06983258188249866,0.9301674181175014,False,Positive,Negative,Uncoded
shitty weather still all's good becca sorry i missed your skype call today,1,0,0.050906311638361956,0.9490936883616381,False,Positive,Negative,Uncoded
haha that sucks about your laptop being broken but that means u get a new one yaaay,1,0,0.06987683839529554,0.9301231616047044,False,Positive,Negative,Uncoded
been a busy morning just had a meeting about the trip to copenhagen i will be taking in sept super excited now studio time,0,1,0.9029304213579701,0.9029304213579701,False,Negative,Positive,Uncoded
can i cum 4 the ride i miss home,1,0,0.02482931767906659,0.9751706823209334,False,Positive,Negative,Uncoded
i really miss kungfu i need to get back to training any of my peeps want to learn some sengmenquan,1,0,0.017218140700315222,0.9827818592996848,False,Positive,Negative,Uncoded
damned sorry i didn't realize that error,1,0,0.08871487250597634,0.9112851274940237,False,Positive,Negative,Uncoded
what's with the coats i live in michigan lucky it's not snowing,1,0,0.08820390137932245,0.9117960986206776,False,Positive,Negative,Uncoded
at ambers house listening to her sing actually she is a pretty good singer im not surprised,0,1,0.9789454858165125,0.9789454858165125,False,Negative,Positive,Uncoded
dreaming of bacon waffles with fresh butter and maple syrup and brewed coffee,0,1,0.9435203897509021,0.9435203897509021,False,Negative,Positive,Uncoded
why would i miss you haha,1,0,0.058518284825310386,0.9414817151746896,False,Positive,Negative,Uncoded
yooo how was the partee sorry everton never won,1,0,0.09154208751931947,0.9084579124806805,False,Positive,Negative,Uncoded
i bought a sick beanie hat,1,0,0.06700646714486176,0.9329935328551382,False,Positive,Negative,Uncoded
it's a real bummer a lot of events here have been cancelled as well not worth risking a plague you'll find something to do,1,0,0.036690321922865164,0.9633096780771349,False,Positive,Negative,Uncoded
yah this is so bad aw it's so itchy but yes i will never scratch it you had chicken pox before,1,0,0.07134095237754405,0.928659047622456,False,Positive,Negative,Uncoded
at 9 30 am i am already almost halfway through my workday this being a resposible adult stuff sucks,1,0,0.0864530072171462,0.9135469927828538,False,Positive,Negative,Uncoded
it's a hotel unfortunately but stunning venue none the less,1,0,0.07187205584001288,0.9281279441599871,False,Positive,Negative,Uncoded
my stomach is still screwing me over damn oh well almost time to go home presentation tomorrow and we get the key tomorrow,1,0,0.024729650855513256,0.9752703491444867,False,Positive,Negative,Uncoded
i wanna see my prom pictures already friggin prestige man doesn't even deserve to be capitalized what a waste of energy,1,0,0.054193610957885094,0.9458063890421149,False,Positive,Negative,Uncoded
oh and by the way i hope you're alright after the paramedic thing xxx,0,1,0.9014757595712954,0.9014757595712954,False,Negative,Positive,Uncoded
your right eye u know we make the best dr's just 2 bad we don't get the dr pay meds not working very hoarse today,1,0,0.06435668011947768,0.9356433198805223,False,Positive,Negative,Uncoded
i'm a weak killer i just kill bugs n roaches i couldn't event hurt an animal much less as catch a fly,1,0,0.0537234329822318,0.9462765670177682,False,Positive,Negative,Uncoded
good night fam had a blast today but i'm kinda burnt but the kids loved it so it's so worth it well maybe i''ll c sprmn 2morrow bye,0,1,0.9127136801797325,0.9127136801797325,False,Negative,Positive,Uncoded
oh poor tori we will get them back,1,0,0.09701591232676834,0.9029840876732317,False,Positive,Negative,Uncoded
but usualy it says form txt now it says from web im confused now it not pouring now,1,0,0.02792801766209515,0.9720719823379048,False,Positive,Negative,Uncoded
mrphoenix was here not in dream,1,0,0.04542369833811931,0.9545763016618807,False,Positive,Negative,Uncoded
have to clean my room later mum and dad come home tomorrow won netball this morning 8 22,1,0,0.05679716217177723,0.9432028378282228,False,Positive,Negative,Uncoded
ntm my celly's battery died and i am finally home,1,0,0.06375094355334783,0.9362490564466521,False,Positive,Negative,Uncoded
wheezes at you,0,1,0.9359952394930104,0.9359952394930104,False,Negative,Positive,Uncoded
lllloving not working for now,1,0,0.04389420247940089,0.9561057975205991,False,Positive,Negative,Uncoded
u may need 2adjust the volume on the video player window i just did amp now i got sound re chikos wish there was sound,1,0,0.043672237552174906,0.9563277624478251,False,Positive,Negative,Uncoded
shame i couldn't go to defqon 1 last weekend fortunately there are always livesets,1,0,0.056375066566380874,0.9436249334336191,False,Positive,Negative,Uncoded
i want to have a vacation in poveglia island but it's not open to tourists that sucks,1,0,0.016660864667131615,0.9833391353328684,False,Positive,Negative,Uncoded
congrats on running ragnar good luck at work,0,1,0.9016447869847897,0.9016447869847897,False,Negative,Positive,Uncoded
